File,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Average Sentence Length,Percentage of Complex Words,Fog Index,Average Number of Words Per Sentence,Complex Word Count,Word Count,Syllables Per Word,Personal Pronouns,Average Word Length
blackassign0049,0,0,0,0,7,0,2.8000000000000003,5,0,5,1.2,0,5.2
blackassign0050,35,69,-0.326923074,0.12366230663060368,27.5,29.72651605231867,22.89060642092747,15.017857142857142,250,841,2.0332936979785967,0,5.967895362663496
blackassign0051,21,15,0.16666666203703717,0.081632653,27.166666666666668,29.25170068027211,22.567346938775515,14.7,129,441,2.0317460317460316,0,5.727891156462585
blackassign0052,74,38,0.3214285685586735,0.10467289709843654,19.607142857142858,29.06542056074766,19.469025367156206,9.553571428571429,311,1070,2.0046728971962615,0,5.701869158878504
blackassign0053,53,3,0.8928571269132657,0.13397129154552323,17.22222222222222,28.947368421052634,18.467836257309944,9.288888889,121,418,2.0669856459330145,0,5.901913875598086
blackassign0054,9,1,0.7999999200000081,0.041152263,24.055555555555557,24.691358024691358,19.498765432098764,13.5,60,243,1.8559670781893005,0,5.674897119341564
blackassign0055,37,9,0.6086956389413992,0.06424581,25.84,22.48603351955307,19.33041340782123,14.32,161,716,1.839385474860335,0,5.370111731843576
blackassign0056,28,8,0.5555555401234572,0.083333333,29.291666666666668,34.72222222222222,25.605555555555554,18,150,432,2.1527777777777777,0,6.111111111111111
blackassign0057,20,9,0.37931033174791956,0.13679245218494127,15.448275862068966,29.245283018867923,17.877423552374758,7.310344827586207,62,212,2.1462264150943398,0,6.113207547169812
blackassign0058,6,0,0.9999998333333611,0.052631578,15.666666666666666,33.33333333333333,19.599999999999998,9.5,38,114,2.1842105263157894,0,6.2894736842105265
blackassign0059,27,37,-0.156249998,0.13588110374547535,16.771929824561404,22.929936305732486,15.880746452117558,8.263157894736842,108,471,1.8152866242038217,0,5.176220806794055
blackassign0060,11,2,0.6923076390532585,0.11711711606200796,21.3,25.225225225225223,18.610090090090093,11.1,28,111,1.945945945945946,0,5.603603603603603
blackassign0061,54,19,0.4794520482266843,0.092875318,22.116666666666667,36.13231552,23.29959287531807,13.1,284,786,2.2480916030534353,0,6.440203562340967
blackassign0062,14,18,-0.124999996,0.10062893050116689,28.714285714285715,28.930817610062892,23.058041329739446,15.142857142857142,92,318,1.990566037735849,0,5.965408805031447
blackassign0063,24,37,-0.213114751,0.1085409250737706,22.365384615384617,29.181494661921707,20.61875171092253,10.807692307692308,164,562,2.0284697508896796,0,5.960854092526691
blackassign0064,33,49,-0.195121949,0.074681239,26.48,35.063752276867035,24.617500910746816,14.64,385,1098,2.1193078324225865,0,6.1602914389799635
blackassign0065,58,23,0.43209876009754616,0.090401786,27.385714285714286,26.339285714285715,21.490000000000002,12.8,236,896,1.9453125,0,5.7890625
blackassign0066,48,26,0.29729729327976634,0.080962801,20.289156626506024,24.17943107221007,17.78743507948644,11.012048192771084,221,914,1.863238512035011,0,5.347921225382932
blackassign0067,28,7,0.5999999828571434,0.077433628,15.936507936507937,28.539823008849556,17.790532378142995,7.174603174603175,129,452,2.017699115044248,0,5.544247788
blackassign0068,53,8,0.7377049059392639,0.086158192,24.681818181818183,25.423728813559322,20.042218798151005,10.727272727272727,180,708,1.865819209039548,0,5.425141242937853
blackassign0069,37,6,0.7209302157923206,0.18143459839057133,33.4375,33.33333333333333,26.708333333333332,14.8125,79,237,1.970464135021097,0,5.6835443037974684
blackassign0070,50,16,0.5151515073461893,0.065217391,25.82857142857143,31.126482213438734,22.782021456804067,14.457142857142857,315,1012,2.075098814229249,0,5.932806324110672
blackassign0071,34,74,-0.370370367,0.1945945942439737,15.181818181818182,24.144144144144146,15.730384930384933,7.207792207792208,134,555,1.8630630630630631,0,5.326126126126126
blackassign0072,76,23,0.53535353,0.14932126674310517,16.790123456790123,21.71945701357466,15.403832188145913,8.185185185185185,144,663,1.7737556561085972,0,5.182503770739065
blackassign0073,28,47,-0.25333333,0.099469496,28.717391304347824,23.740053050397876,20.98297774189828,16.391304347826086,179,754,1.832891247,0,5.604774535809018
blackassign0074,38,26,0.18749999707031256,0.067226891,20.329268292682926,30.04201680672269,20.148514039762247,11.609756097560975,286,952,2.0766806722689077,0,5.788865546218488
blackassign0075,35,82,-0.401709398,0.19931856865533465,15.3125,24.701873935264054,16.00574957410562,7.3375,145,587,1.8824531516183987,0,5.3969335604770015
blackassign0076,55,34,0.23595505352859492,0.10148232599602927,32.22222222222222,26.90992018244014,23.652856961864945,16.24074074074074,236,877,1.9714937286202965,0,5.708095781071836
blackassign0077,25,13,0.31578946537396146,0.080679405,36.95652173913044,26.963906581740975,25.568171328348566,20.47826086956522,127,471,2.0636942675159236,0,6.078556263269639
blackassign0078,40,25,0.23076922721893497,0.084306096,36.027027027027025,29.961089494163424,26.39524660847618,20.83783783783784,231,771,2.1076523994811933,0,6.171206225680934
blackassign0079,42,52,-0.106382978,0.089694656,26.465753424657535,28.912213740458014,22.15118686604622,14.356164383561644,303,1048,1.9723282442748091,0,5.763358778625954
blackassign0080,38,12,0.5199999896000003,0.018853695317174325,20.341836734693878,21.832579185520363,16.86976637,13.53061224489796,579,2652,1.7658371040723981,0,5.084464555
blackassign0081,41,54,-0.136842104,0.095,23.297619047619047,29.599999999999998,21.15904761904762,11.904761904761905,296,1000,2.043,0,6.03
blackassign0082,30,71,-0.40594059,0.097773475,28,33.59148112294289,24.636592449177158,16.934426229508198,347,1033,2.1519845111326235,0,6.1219748305905135
blackassign0083,5,3,0.24999996875000394,0.085106382,21.22222222222222,26.595744680851062,19.127186761229314,10.444444444444445,25,94,1.946808510638298,0,5.5212765957446805
blackassign0084,47,4,0.8431372383698581,0.081469648,25.844444444444445,20.766773162939298,18.644487042953497,13.911111111111111,130,626,1.7268370607028753,0,5.054313099041534
blackassign0085,51,34,0.19999999764705886,0.091991342,16.876033057851238,34.090909090909086,20.38677685950413,7.636363636363637,315,924,2.088744588744589,0,5.951298701298701
blackassign0086,61,16,0.5844155768257717,0.070063694,21.42105263157895,27.84349409,19.70581869,11.56842105263158,306,1099,1.953594176524113,0,5.693357597816196
blackassign0087,38,34,0.055555555,0.11026033673773303,25.617021276595743,25.57427258805513,20.47651754586035,13.893617021276595,167,653,1.9647779479326186,0,5.762633996937213
blackassign0088,19,44,-0.396825391,0.052896725396392334,32.20967741935484,31.066330814441645,25.310403293518597,19.20967741935484,370,1191,2.1007556675062973,0,6.002518891687657
blackassign0089,20,42,-0.354838704,0.10281923697708252,21.134615384615383,28.35820895522388,19.797129735935705,11.596153846153847,171,603,2.0265339966832503,0,5.8092868988391375
blackassign0090,43,48,-0.054945054,0.1380880119300637,18.41891891891892,27.769347496206375,18.47530656605012,8.905405405405405,183,659,1.975720789074355,0,5.761760242792109
blackassign0091,31,28,0.050847456765297346,0.1038732392537443,31.105263157894736,33.62676056338028,25.892809488510007,14.947368421052632,191,568,2.158450704225352,0,6.306338028169014
blackassign0092,27,45,-0.249999997,0.078860898,24.983050847457626,28.039430449069002,21.208992518610653,15.474576271186441,256,913,2.023001095290252,0,5.788608981380066
blackassign0093,6,3,0.33333329629630043,0.08737864,19.636363636363637,22.330097087378643,16.78658428949691,9.363636363636363,23,103,1.8349514563106797,0,5.339805825242719
blackassign0094,34,50,-0.190476188,0.12068965499900912,20.328125,25.57471264367816,18.361135057471266,10.875,178,696,1.8922413793103448,0,5.550287356321839
blackassign0095,13,25,-0.315789465,0.085585585,20.555555555555557,25.675675675675674,18.492492492492495,12.333333333333334,114,444,1.8918918918918919,0,5.333333333333333
blackassign0096,31,57,-0.295454542,0.13037037017722908,24.48,35.851851851851855,24.132740740740743,13.5,242,675,2.2014814814814816,0,6.441481481481482
blackassign0097,33,35,-0.029411764,0.12318840557393405,31.205128205128204,24.27536231884058,22.192196209587514,14.153846153846153,134,552,1.8423913043478262,0,5.494565217391305
blackassign0098,7,3,0.39999996000000404,0.034722222,37,32.29166666666667,27.71666666666667,24,93,288,2.1041666666666665,0,6.232638888888889
blackassign0099,27,3,0.7999999733333342,0.078534031,21.71875,19.895287958115183,16.645615183246075,11.9375,76,382,1.7827225130890052,0,5.2591623036649215
blackassign0100,39,58,-0.195876287,0.14202049759587043,36.24242424242424,31.332357247437777,27.029912595944808,20.696969696969695,214,683,2.068814055636896,0,5.992679355783309
